Seq_num,Word,Negative,Positive,Uncertainty,Litigious,Strong_Modal,Weak_Modal,Constraining
2568,ANGLICIZES,0,0,0,0,0,0,0
2569,ANGLICIZING,0,0,0,0,0,0,0
2570,ANGLING,0,0,0,0,0,0,0
2571,ANGLINGS,0,0,0,0,0,0,0
2572,ANGORA,0,0,0,0,0,0,0
2573,ANGORAS,0,0,0,0,0,0,0
2574,ANGRIER,0,0,0,0,0,0,0
2575,ANGRIEST,0,0,0,0,0,0,0
2576,ANGRILY,0,0,0,0,0,0,0
2577,ANGRY,0,0,0,0,0,0,0
2578,ANGST,0,0,0,0,0,0,0
2579,ANGSTROM,0,0,0,0,0,0,0
2580,ANGSTROMS,0,0,0,0,0,0,0
2581,ANGSTS,0,0,0,0,0,0,0
2582,ANGUISH,0,0,0,0,0,0,0
2583,ANGUISHED,0,0,0,0,0,0,0
2584,ANGUISHES,0,0,0,0,0,0,0
2585,ANGUISHING,0,0,0,0,0,0,0
2586,ANGULAR,0,0,0,0,0,0,0
2587,ANGULARITIES,0,0,0,0,0,0,0
2588,ANGULARITY,0,0,0,0,0,0,0
2589,ANHYDRIDE,0,0,0,0,0,0,0
2590,ANHYDROUS,0,0,0,0,0,0,0
2591,ANI,0,0,0,0,0,0,0
2592,ANILINE,0,0,0,0,0,0,0
2593,ANILINES,0,0,0,0,0,0,0
2594,ANIMADVERSION,0,0,0,0,0,0,0
2595,ANIMADVERSIONS,0,0,0,0,0,0,0
2596,ANIMADVERT,0,0,0,0,0,0,0
2597,ANIMADVERTED,0,0,0,0,0,0,0
2598,ANIMADVERTING,0,0,0,0,0,0,0
2599,ANIMADVERTS,0,0,0,0,0,0,0
2600,ANIMAL,0,0,0,0,0,0,0
2601,ANIMALCULE,0,0,0,0,0,0,0
2602,ANIMALCULES,0,0,0,0,0,0,0
2603,ANIMALS,0,0,0,0,0,0,0
2604,ANIMATE,0,0,0,0,0,0,0
2605,ANIMATED,0,0,0,0,0,0,0
2606,ANIMATEDLY,0,0,0,0,0,0,0
2607,ANIMATES,0,0,0,0,0,0,0
2608,ANIMATING,0,0,0,0,0,0,0
2609,ANIMATION,0,0,0,0,0,0,0
2610,ANIMATIONS,0,0,0,0,0,0,0
2611,ANIMATOR,0,0,0,0,0,0,0
2612,ANIMATORS,0,0,0,0,0,0,0
2613,ANIMISM,0,0,0,0,0,0,0
2614,ANIMISMS,0,0,0,0,0,0,0
2615,ANIMIST,0,0,0,0,0,0,0
2616,ANIMISTIC,0,0,0,0,0,0,0
2617,ANIMISTS,0,0,0,0,0,0,0
2618,ANIMOSITIES,0,0,0,0,0,0,0
2619,ANIMOSITY,0,0,0,0,0,0,0
2620,ANIMUS,0,0,0,0,0,0,0
2621,ANIMUSES,0,0,0,0,0,0,0
2622,ANION,0,0,0,0,0,0,0
2623,ANIONIC,0,0,0,0,0,0,0
2624,ANIONS,0,0,0,0,0,0,0
2625,ANISE,0,0,0,0,0,0,0
2626,ANISEED,0,0,0,0,0,0,0
2627,ANISEEDS,0,0,0,0,0,0,0
2628,ANISES,0,0,0,0,0,0,0
2629,ANISETTE,0,0,0,0,0,0,0
2630,ANISETTES,0,0,0,0,0,0,0
2631,ANKH,0,0,0,0,0,0,0
2632,ANKHS,0,0,0,0,0,0,0
2633,ANKLE,0,0,0,0,0,0,0
2634,ANKLEBONE,0,0,0,0,0,0,0
2635,ANKLEBONES,0,0,0,0,0,0,0
2636,ANKLES,0,0,0,0,0,0,0
2637,ANKLET,0,0,0,0,0,0,0
2638,ANKLETS,0,0,0,0,0,0,0
2639,ANNALIST,0,0,0,0,0,0,0
2640,ANNALISTS,0,0,0,0,0,0,0
2641,ANNALS,0,0,0,0,0,0,0
2642,ANNEAL,0,0,0,0,0,0,0
2643,ANNEALED,0,0,0,0,0,0,0
2644,ANNEALING,0,0,0,0,0,0,0
2645,ANNEALS,0,0,0,0,0,0,0
2646,ANNELID,0,0,0,0,0,0,0
2647,ANNELIDS,0,0,0,0,0,0,0
2648,ANNEX,0,0,0,0,0,0,0
2649,ANNEXATION,0,0,0,0,0,0,0
2650,ANNEXATIONS,0,0,0,0,0,0,0
2651,ANNEXE,0,0,0,0,0,0,0
2652,ANNEXED,0,0,0,0,0,0,0
2653,ANNEXES,0,0,0,0,0,0,0
2654,ANNEXING,0,0,0,0,0,0,0
2655,ANNIHILATE,0,0,0,0,0,0,0
2656,ANNIHILATED,0,0,0,0,0,0,0
2657,ANNIHILATES,0,0,0,0,0,0,0
2658,ANNIHILATING,0,0,0,0,0,0,0
2659,ANNIHILATION,0,0,0,0,0,0,0
2660,ANNIHILATIONS,0,0,0,0,0,0,0
2661,ANNIHILATOR,0,0,0,0,0,0,0
2662,ANNIHILATORS,0,0,0,0,0,0,0
2663,ANNIVERSARIED,0,0,0,0,0,0,0
2664,ANNIVERSARIES,0,0,0,0,0,0,0
2665,ANNIVERSARY,0,0,0,0,0,0,0
2666,ANNOTATE,0,0,0,0,0,0,0
2667,ANNOTATED,0,0,0,0,0,0,0
2668,ANNOTATES,0,0,0,0,0,0,0
2669,ANNOTATING,0,0,0,0,0,0,0
2670,ANNOTATION,0,0,0,0,0,0,0
2671,ANNOTATIONS,0,0,0,0,0,0,0
2672,ANNOTATIVE,0,0,0,0,0,0,0
2673,ANNOTATOR,0,0,0,0,0,0,0
2674,ANNOTATORS,0,0,0,0,0,0,0
2675,ANNOUNCE,0,0,0,0,0,0,0
2676,ANNOUNCEABLE,0,0,0,0,0,0,0
2677,ANNOUNCED,0,0,0,0,0,0,0
2678,ANNOUNCEMENT,0,0,0,0,0,0,0
2679,ANNOUNCEMENTS,0,0,0,0,0,0,0
2680,ANNOUNCER,0,0,0,0,0,0,0
2681,ANNOUNCERS,0,0,0,0,0,0,0
2682,ANNOUNCES,0,0,0,0,0,0,0
2683,ANNOUNCING,0,0,0,0,0,0,0
2684,ANNOY,2009,0,0,0,0,0,0
2685,ANNOYANCE,2009,0,0,0,0,0,0
2686,ANNOYANCES,2009,0,0,0,0,0,0
2687,ANNOYED,2009,0,0,0,0,0,0
2688,ANNOYING,2009,0,0,0,0,0,0
2689,ANNOYINGLY,0,0,0,0,0,0,0
2690,ANNOYS,2009,0,0,0,0,0,0
2691,ANNUAL,0,0,0,0,0,0,0
2692,ANNUALIZATION,0,0,0,0,0,0,0
2693,ANNUALIZE,0,0,0,0,0,0,0
2694,ANNUALIZED,0,0,0,0,0,0,0
2695,ANNUALIZES,0,0,0,0,0,0,0
2696,ANNUALIZING,0,0,0,0,0,0,0
2697,ANNUALLY,0,0,0,0,0,0,0
2698,ANNUALS,0,0,0,0,0,0,0
2699,ANNUITANT,0,0,0,0,0,0,0
2700,ANNUITANTS,0,0,0,0,0,0,0
2701,ANNUITIES,0,0,0,0,0,0,0
2702,ANNUITIZATION,0,0,0,0,0,0,0
2703,ANNUITIZATIONS,0,0,0,0,0,0,0
2704,ANNUITIZE,0,0,0,0,0,0,0
2705,ANNUITIZED,0,0,0,0,0,0,0
2706,ANNUITY,0,0,0,0,0,0,0
2707,ANNUL,2009,0,0,0,0,0,0
2708,ANNULAR,0,0,0,0,0,0,0
2709,ANNULLED,2009,0,0,0,0,0,0
2710,ANNULLING,2009,0,0,0,0,0,0
2711,ANNULMENT,2009,0,0,0,0,0,0
2712,ANNULMENTS,2009,0,0,0,0,0,0
2713,ANNULS,2009,0,0,0,0,0,0
2714,ANNUM,0,0,0,0,0,0,0
2715,ANNUNCIATION,0,0,0,0,0,0,0
2716,ANNUNCIATIONS,0,0,0,0,0,0,0
2717,ANODE,0,0,0,0,0,0,0
2718,ANODES,0,0,0,0,0,0,0
2719,ANODIZE,0,0,0,0,0,0,0
2720,ANODIZED,0,0,0,0,0,0,0
2721,ANODIZES,0,0,0,0,0,0,0
2722,ANODIZING,0,0,0,0,0,0,0
2723,ANODYNE,0,0,0,0,0,0,0
2724,ANODYNES,0,0,0,0,0,0,0
2725,ANOINT,0,0,0,0,0,0,0
2726,ANOINTED,0,0,0,0,0,0,0
2727,ANOINTING,0,0,0,0,0,0,0
2728,ANOINTMENT,0,0,0,0,0,0,0
2729,ANOINTMENTS,0,0,0,0,0,0,0
2730,ANOINTS,0,0,0,0,0,0,0
2731,ANOMALIES,2009,0,2009,0,0,0,0
2732,ANOMALOUS,2009,0,2009,0,0,0,0
2733,ANOMALOUSLY,2009,0,2009,0,0,0,0
2734,ANOMALY,2009,0,2009,0,0,0,0
2735,ANON,0,0,0,0,0,0,0
2736,ANONYMITIES,0,0,0,0,0,0,0
2737,ANONYMITY,0,0,0,0,0,0,0
2738,ANONYMIZED,0,0,0,0,0,0,0
2739,ANONYMOUS,0,0,0,0,0,0,0
2740,ANONYMOUSLY,0,0,0,0,0,0,0
2741,ANOPHELES,0,0,0,0,0,0,0
2742,ANORAK,0,0,0,0,0,0,0
2743,ANORAKS,0,0,0,0,0,0,0
2744,ANORECTIC,0,0,0,0,0,0,0
2745,ANORECTICS,0,0,0,0,0,0,0
2746,ANOREXIA,0,0,0,0,0,0,0
2747,ANOREXIAS,0,0,0,0,0,0,0
2748,ANOREXIC,0,0,0,0,0,0,0
2749,ANOREXICS,0,0,0,0,0,0,0
2750,ANOTHER,0,0,0,0,0,0,0
2751,ANSWER,0,0,0,0,0,0,0
2752,ANSWERABLE,0,0,0,0,0,0,0
2753,ANSWERBACK,0,0,0,0,0,0,0
2754,ANSWERED,0,0,0,0,0,0,0
2755,ANSWERING,0,0,0,0,0,0,0
2756,ANSWERS,0,0,0,0,0,0,0
2757,ANT,0,0,0,0,0,0,0
2758,ANTACID,0,0,0,0,0,0,0
2759,ANTACIDS,0,0,0,0,0,0,0
2760,ANTAGONISM,0,0,0,0,0,0,0
2761,ANTAGONISMS,0,0,0,0,0,0,0
2762,ANTAGONIST,0,0,0,0,0,0,0
2763,ANTAGONISTIC,0,0,0,0,0,0,0
2764,ANTAGONISTICALLY,0,0,0,0,0,0,0
2765,ANTAGONISTS,0,0,0,0,0,0,0
2766,ANTAGONIZE,0,0,0,0,0,0,0
2767,ANTAGONIZED,0,0,0,0,0,0,0
2768,ANTAGONIZES,0,0,0,0,0,0,0
2769,ANTAGONIZING,0,0,0,0,0,0,0
2770,ANTARCTIC,0,0,0,0,0,0,0
2771,ANTE,0,0,0,0,0,0,0
2772,ANTEATER,0,0,0,0,0,0,0
2773,ANTEATERS,0,0,0,0,0,0,0
2774,ANTEBELLUM,0,0,0,0,0,0,0
2775,ANTECEDENCE,0,0,0,0,0,0,0
2776,ANTECEDENCES,0,0,0,0,0,0,0
2777,ANTECEDENT,0,0,0,2009,0,0,0
2778,ANTECEDENTS,0,0,0,2009,0,0,0
2779,ANTECHAMBER,0,0,0,0,0,0,0
2780,ANTECHAMBERS,0,0,0,0,0,0,0
2781,ANTED,0,0,0,0,0,0,0
2782,ANTEDATE,0,0,0,0,0,0,0
2783,ANTEDATED,0,0,0,0,0,0,0
2784,ANTEDATES,0,0,0,0,0,0,0
2785,ANTEDATING,0,0,0,0,0,0,0
2786,ANTEDILUVIAN,0,0,0,0,0,0,0
2787,ANTEED,0,0,0,0,0,0,0
2788,ANTEING,0,0,0,0,0,0,0
2789,ANTELOPE,0,0,0,0,0,0,0
2790,ANTELOPES,0,0,0,0,0,0,0
2791,ANTENATAL,0,0,0,0,0,0,0
2792,ANTENNA,0,0,0,0,0,0,0
2793,ANTENNAE,0,0,0,0,0,0,0
2794,ANTENNAS,0,0,0,0,0,0,0
2795,ANTERIOR,0,0,0,0,0,0,0
2796,ANTEROOM,0,0,0,0,0,0,0
2797,ANTEROOMS,0,0,0,0,0,0,0
2798,ANTES,0,0,0,0,0,0,0
2799,ANTHEM,0,0,0,0,0,0,0
2800,ANTHEMS,0,0,0,0,0,0,0
2801,ANTHER,0,0,0,0,0,0,0
2802,ANTHERS,0,0,0,0,0,0,0
2803,ANTHILL,0,0,0,0,0,0,0
2804,ANTHILLS,0,0,0,0,0,0,0
2805,ANTHOLOGIES,0,0,0,0,0,0,0
2806,ANTHOLOGIST,0,0,0,0,0,0,0
2807,ANTHOLOGISTS,0,0,0,0,0,0,0
2808,ANTHOLOGIZE,0,0,0,0,0,0,0
2809,ANTHOLOGIZED,0,0,0,0,0,0,0
2810,ANTHOLOGIZES,0,0,0,0,0,0,0
2811,ANTHOLOGIZING,0,0,0,0,0,0,0
2812,ANTHOLOGY,0,0,0,0,0,0,0
2813,ANTHRACES,0,0,0,0,0,0,0
2814,ANTHRACITE,0,0,0,0,0,0,0
2815,ANTHRACITES,0,0,0,0,0,0,0
2816,ANTHRAX,0,0,0,0,0,0,0
2817,ANTHRAXES,0,0,0,0,0,0,0
2818,ANTHROPOCENTRIC,0,0,0,0,0,0,0
2819,ANTHROPOID,0,0,0,0,0,0,0
2820,ANTHROPOIDS,0,0,0,0,0,0,0
2821,ANTHROPOLOGICAL,0,0,0,0,0,0,0
2822,ANTHROPOLOGICALLY,0,0,0,0,0,0,0
2823,ANTHROPOLOGIES,0,0,0,0,0,0,0
2824,ANTHROPOLOGIST,0,0,0,0,0,0,0
2825,ANTHROPOLOGISTS,0,0,0,0,0,0,0
2826,ANTHROPOLOGY,0,0,0,0,0,0,0
2827,ANTHROPOMORPHIC,0,0,0,0,0,0,0
2828,ANTHROPOMORPHICALLY,0,0,0,0,0,0,0
2829,ANTHROPOMORPHISM,0,0,0,0,0,0,0
2830,ANTHROPOMORPHISMS,0,0,0,0,0,0,0
2831,ANTHROPOMORPHOUS,0,0,0,0,0,0,0
2832,ANTI,0,0,0,0,0,0,0
2833,ANTIABORTION,0,0,0,0,0,0,0
2834,ANTIABORTIONIST,0,0,0,0,0,0,0
2835,ANTIABORTIONISTS,0,0,0,0,0,0,0
2836,ANTIAGING,0,0,0,0,0,0,0
2837,ANTIAIRCRAFT,0,0,0,0,0,0,0
2838,ANTIBACTERIAL,0,0,0,0,0,0,0
2839,ANTIBACTERIALS,0,0,0,0,0,0,0
2840,ANTIBIOTIC,0,0,0,0,0,0,0
2841,ANTIBIOTICS,0,0,0,0,0,0,0
2842,ANTIBODIES,0,0,0,0,0,0,0
2843,ANTIBODY,0,0,0,0,0,0,0
2844,ANTIBRIBERY,0,0,0,0,0,0,0
2845,ANTIC,0,0,0,0,0,0,0
2846,ANTICANCER,0,0,0,0,0,0,0
2847,ANTICHRIST,0,0,0,0,0,0,0
2848,ANTICHRISTS,0,0,0,0,0,0,0
2849,ANTICIPATE,0,0,2009,0,0,0,0
2850,ANTICIPATED,0,0,2009,0,0,0,0
2851,ANTICIPATES,0,0,2009,0,0,0,0
2852,ANTICIPATING,0,0,2009,0,0,0,0
2853,ANTICIPATION,0,0,2009,0,0,0,0
2854,ANTICIPATIONS,0,0,2009,0,0,0,0
2855,ANTICIPATORY,0,0,0,0,0,0,0
2856,ANTICLERICAL,0,0,0,0,0,0,0
2857,ANTICLIMACTIC,0,0,0,0,0,0,0
2858,ANTICLIMACTICALLY,0,0,0,0,0,0,0
2859,ANTICLIMAX,0,0,0,0,0,0,0
2860,ANTICLIMAXES,0,0,0,0,0,0,0
2861,ANTICLINE,0,0,0,0,0,0,0
2862,ANTICLINES,0,0,0,0,0,0,0
2863,ANTICLOCKWISE,0,0,0,0,0,0,0
2864,ANTICOAGULANT,0,0,0,0,0,0,0
2865,ANTICOAGULANTS,0,0,0,0,0,0,0
2866,ANTICOMMUNISM,0,0,0,0,0,0,0
2867,ANTICOMMUNISMS,0,0,0,0,0,0,0
2868,ANTICOMMUNIST,0,0,0,0,0,0,0
2869,ANTICOMMUNISTS,0,0,0,0,0,0,0
2870,ANTICOMPETITIVE,2009,0,0,0,0,0,0
2871,ANTICORRUPTION,0,0,0,2014,0,0,0
2872,ANTICS,0,0,0,0,0,0,0
2873,ANTICYCLONE,0,0,0,0,0,0,0
2874,ANTICYCLONES,0,0,0,0,0,0,0
2875,ANTICYCLONIC,0,0,0,0,0,0,0
2876,ANTIDANDRUFF,0,0,0,0,0,0,0
2877,ANTIDEMOCRATIC,0,0,0,0,0,0,0
2878,ANTIDEPRESSANT,0,0,0,0,0,0,0
2879,ANTIDEPRESSANTS,0,0,0,0,0,0,0
2880,ANTIDILUTION,0,0,0,0,0,0,0
2881,ANTIDILUTIVE,0,0,0,0,0,0,0
2882,ANTIDISCRIMINATION,0,0,0,0,0,0,0
2883,ANTIDOTE,0,0,0,0,0,0,0
2884,ANTIDOTES,0,0,0,0,0,0,0
2885,ANTIDUMPING,0,0,0,0,0,0,0
2886,ANTIFASCIST,0,0,0,0,0,0,0
2887,ANTIFASCISTS,0,0,0,0,0,0,0
2888,ANTIFRAUD,0,0,0,0,0,0,0
2889,ANTIFREEZE,0,0,0,0,0,0,0
2890,ANTIFREEZES,0,0,0,0,0,0,0
2891,ANTIFUNGAL,0,0,0,0,0,0,0
2892,ANTIGEN,0,0,0,0,0,0,0
2893,ANTIGENIC,0,0,0,0,0,0,0
2894,ANTIGENICITIES,0,0,0,0,0,0,0
2895,ANTIGENICITY,0,0,0,0,0,0,0
2896,ANTIGENS,0,0,0,0,0,0,0
2897,ANTIHERO,0,0,0,0,0,0,0
2898,ANTIHEROES,0,0,0,0,0,0,0
2899,ANTIHISTAMINE,0,0,0,0,0,0,0
2900,ANTIHISTAMINES,0,0,0,0,0,0,0
2901,ANTIKICKBACK,0,0,0,0,0,0,0
2902,ANTIKNOCK,0,0,0,0,0,0,0
2903,ANTIKNOCKS,0,0,0,0,0,0,0
2904,ANTILABOR,0,0,0,0,0,0,0
2905,ANTILOGARITHM,0,0,0,0,0,0,0
2906,ANTILOGARITHMS,0,0,0,0,0,0,0
2907,ANTIMACASSAR,0,0,0,0,0,0,0
2908,ANTIMACASSARS,0,0,0,0,0,0,0
2909,ANTIMALARIAL,0,0,0,0,0,0,0
2910,ANTIMALARIALS,0,0,0,0,0,0,0
2911,ANTIMATTER,0,0,0,0,0,0,0
2912,ANTIMATTERS,0,0,0,0,0,0,0
2913,ANTIMICROBIAL,0,0,0,0,0,0,0
2914,ANTIMICROBIALS,0,0,0,0,0,0,0
2915,ANTIMISSILE,0,0,0,0,0,0,0
2916,ANTIMONIES,0,0,0,0,0,0,0
2917,ANTIMONY,0,0,0,0,0,0,0
2918,ANTINUCLEAR,0,0,0,0,0,0,0
2919,ANTIOXIDANT,0,0,0,0,0,0,0
2920,ANTIOXIDANTS,0,0,0,0,0,0,0
2921,ANTIPARTICLE,0,0,0,0,0,0,0
2922,ANTIPARTICLES,0,0,0,0,0,0,0
2923,ANTIPASTI,0,0,0,0,0,0,0
2924,ANTIPASTO,0,0,0,0,0,0,0
2925,ANTIPASTOS,0,0,0,0,0,0,0
2926,ANTIPATHETIC,0,0,0,0,0,0,0
2927,ANTIPATHIES,0,0,0,0,0,0,0
2928,ANTIPATHY,0,0,0,0,0,0,0
2929,ANTIPERSONNEL,0,0,0,0,0,0,0
2930,ANTIPERSPIRANT,0,0,0,0,0,0,0
2931,ANTIPERSPIRANTS,0,0,0,0,0,0,0
2932,ANTIPHON,0,0,0,0,0,0,0
2933,ANTIPHONAL,0,0,0,0,0,0,0
2934,ANTIPHONALLY,0,0,0,0,0,0,0
2935,ANTIPHONALS,0,0,0,0,0,0,0
2936,ANTIPHONS,0,0,0,0,0,0,0
2937,ANTIPODAL,0,0,0,0,0,0,0
2938,ANTIPODEAN,0,0,0,0,0,0,0
2939,ANTIPODEANS,0,0,0,0,0,0,0
2940,ANTIPODES,0,0,0,0,0,0,0
2941,ANTIPOLLUTION,0,0,0,0,0,0,0
2942,ANTIPOVERTY,0,0,0,0,0,0,0
2943,ANTIPSYCHOTIC,0,0,0,0,0,0,0
2944,ANTIQUARIAN,0,0,0,0,0,0,0
2945,ANTIQUARIANISM,0,0,0,0,0,0,0
2946,ANTIQUARIANISMS,0,0,0,0,0,0,0
2947,ANTIQUARIANS,0,0,0,0,0,0,0
2948,ANTIQUARIES,0,0,0,0,0,0,0
2949,ANTIQUARY,0,0,0,0,0,0,0
2950,ANTIQUATE,0,0,0,0,0,0,0
2951,ANTIQUATED,0,0,0,0,0,0,0
2952,ANTIQUATES,0,0,0,0,0,0,0
2953,ANTIQUATING,0,0,0,0,0,0,0
2954,ANTIQUE,0,0,0,0,0,0,0
2955,ANTIQUED,0,0,0,0,0,0,0
2956,ANTIQUES,0,0,0,0,0,0,0
2957,ANTIQUING,0,0,0,0,0,0,0
2958,ANTIQUITIES,0,0,0,0,0,0,0
2959,ANTIQUITY,0,0,0,0,0,0,0
2960,ANTIS,0,0,0,0,0,0,0
2961,ANTISEMITIC,0,0,0,0,0,0,0
2962,ANTISEMITISM,0,0,0,0,0,0,0
2963,ANTISEMITISMS,0,0,0,0,0,0,0
2964,ANTISENSE,0,0,0,0,0,0,0
2965,ANTISEPSES,0,0,0,0,0,0,0
2966,ANTISEPSIS,0,0,0,0,0,0,0
2967,ANTISEPTIC,0,0,0,0,0,0,0
2968,ANTISEPTICALLY,0,0,0,0,0,0,0
2969,ANTISEPTICS,0,0,0,0,0,0,0
2970,ANTISERA,0,0,0,0,0,0,0
2971,ANTISERUM,0,0,0,0,0,0,0
2972,ANTISERUMS,0,0,0,0,0,0,0
2973,ANTISLAVERY,0,0,0,0,0,0,0
2974,ANTISOCIAL,0,0,0,0,0,0,0
2975,ANTISOCIALLY,0,0,0,0,0,0,0
2976,ANTISPASMODIC,0,0,0,0,0,0,0
2977,ANTISPASMODICS,0,0,0,0,0,0,0
2978,ANTISUBMARINE,0,0,0,0,0,0,0
2979,ANTITAKEOVER,0,0,0,0,0,0,0
2980,ANTITANK,0,0,0,0,0,0,0
2981,ANTITHESES,0,0,0,0,0,0,0
2982,ANTITHESIS,0,0,0,0,0,0,0
2983,ANTITHETIC,0,0,0,0,0,0,0
2984,ANTITHETICAL,0,0,0,0,0,0,0
2985,ANTITHETICALLY,0,0,0,0,0,0,0
2986,ANTITOXIN,0,0,0,0,0,0,0
2987,ANTITOXINS,0,0,0,0,0,0,0
2988,ANTITRUST,2009,0,0,2009,0,0,0
2989,ANTITUMOR,0,0,0,0,0,0,0
2990,ANTIVENIN,0,0,0,0,0,0,0
2991,ANTIVENINS,0,0,0,0,0,0,0
2992,ANTIVIRAL,0,0,0,0,0,0,0
2993,ANTIVIRALS,0,0,0,0,0,0,0
2994,ANTIVIRUS,0,0,0,0,0,0,0
2995,ANTIVIVISECTIONIST,0,0,0,0,0,0,0
2996,ANTIVIVISECTIONISTS,0,0,0,0,0,0,0
2997,ANTIWAR,0,0,0,0,0,0,0
2998,ANTLER,0,0,0,0,0,0,0
2999,ANTLERED,0,0,0,0,0,0,0
3000,ANTLERS,0,0,0,0,0,0,0
3001,ANTONYM,0,0,0,0,0,0,0
3002,ANTONYMOUS,0,0,0,0,0,0,0
3003,ANTONYMS,0,0,0,0,0,0,0
3004,ANTS,0,0,0,0,0,0,0
3005,ANTSIER,0,0,0,0,0,0,0
3006,ANTSIEST,0,0,0,0,0,0,0
3007,ANTSY,0,0,0,0,0,0,0
3008,ANUS,0,0,0,0,0,0,0
3009,ANUSES,0,0,0,0,0,0,0
3010,ANVIL,0,0,0,0,0,0,0
3011,ANVILS,0,0,0,0,0,0,0
3012,ANXIETIES,0,0,0,0,0,0,0
3013,ANXIETY,0,0,0,0,0,0,0
3014,ANXIOUS,0,0,0,0,0,0,0
3015,ANXIOUSLY,0,0,0,0,0,0,0
3016,ANXIOUSNESS,0,0,0,0,0,0,0
3017,ANXIOUSNESSES,0,0,0,0,0,0,0
3018,ANY,0,0,0,0,0,0,0
3019,ANYBODIES,0,0,0,0,0,0,0
3020,ANYBODY,0,0,0,0,0,0,0
3021,ANYHOW,0,0,0,0,0,0,0
3022,ANYMORE,0,0,0,0,0,0,0
3023,ANYONE,0,0,0,0,0,0,0
3024,ANYPLACE,0,0,0,0,0,0,0
3025,ANYTHING,0,0,0,0,0,0,0
3026,ANYTIME,0,0,0,0,0,0,0
3027,ANYWAY,0,0,0,0,0,0,0
3028,ANYWAYS,0,0,0,0,0,0,0
3029,ANYWHERE,0,0,0,0,0,0,0
3030,ANYWISE,0,0,0,2009,0,0,0
3031,AORTA,0,0,0,0,0,0,0
3032,AORTAE,0,0,0,0,0,0,0
3033,AORTAS,0,0,0,0,0,0,0
3034,AORTIC,0,0,0,0,0,0,0
3035,APACE,0,0,0,0,0,0,0
3036,APART,0,0,0,0,0,0,0
3037,APARTHEID,0,0,0,0,0,0,0
3038,APARTHEIDS,0,0,0,0,0,0,0
3039,APARTMENT,0,0,0,0,0,0,0
3040,APARTMENTS,0,0,0,0,0,0,0
3041,APATHETIC,0,0,0,0,0,0,0
3042,APATHETICALLY,0,0,0,0,0,0,0
3043,APATHIES,0,0,0,0,0,0,0
3044,APATHY,0,0,0,0,0,0,0
3045,APATITE,0,0,0,0,0,0,0
3046,APATITES,0,0,0,0,0,0,0
3047,APE,0,0,0,0,0,0,0
3048,APED,0,0,0,0,0,0,0
3049,APELIKE,0,0,0,0,0,0,0
3050,APERITIF,0,0,0,0,0,0,0
3051,APERITIFS,0,0,0,0,0,0,0
3052,APERTURE,0,0,0,0,0,0,0
3053,APERTURES,0,0,0,0,0,0,0
3054,APES,0,0,0,0,0,0,0
3055,APEX,0,0,0,0,0,0,0
3056,APEXES,0,0,0,0,0,0,0
3057,APHASIA,0,0,0,0,0,0,0
3058,APHASIAS,0,0,0,0,0,0,0
3059,APHASIC,0,0,0,0,0,0,0
3060,APHASICS,0,0,0,0,0,0,0
3061,APHELIA,0,0,0,0,0,0,0
3062,APHELION,0,0,0,0,0,0,0
3063,APHELIONS,0,0,0,0,0,0,0
3064,APHID,0,0,0,0,0,0,0
3065,APHIDS,0,0,0,0,0,0,0
3066,APHORISM,0,0,0,0,0,0,0
3067,APHORISMS,0,0,0,0,0,0,0
3068,APHORISTIC,0,0,0,0,0,0,0
3069,APHORISTICALLY,0,0,0,0,0,0,0
3070,APHRODISIAC,0,0,0,0,0,0,0
3071,APHRODISIACS,0,0,0,0,0,0,0
3072,APIARIES,0,0,0,0,0,0,0
3073,APIARIST,0,0,0,0,0,0,0
3074,APIARISTS,0,0,0,0,0,0,0
3075,APIARY,0,0,0,0,0,0,0
3076,APICAL,0,0,0,0,0,0,0
3077,APICALLY,0,0,0,0,0,0,0
3078,APICES,0,0,0,0,0,0,0
3079,APIECE,0,0,0,0,0,0,0
3080,APING,0,0,0,0,0,0,0
3081,APISH,0,0,0,0,0,0,0
3082,APISHLY,0,0,0,0,0,0,0
3083,APLENTY,0,0,0,0,0,0,0
3084,APLOMB,0,0,0,0,0,0,0
3085,APLOMBS,0,0,0,0,0,0,0
3086,APNEA,0,0,0,0,0,0,0
3087,APOCALYPSE,0,0,0,0,0,0,0
3088,APOCALYPSES,0,0,0,0,0,0,0
3089,APOCALYPTIC,0,0,0,0,0,0,0
3090,APOCRYPHA,0,0,0,0,0,0,0
3091,APOCRYPHAL,0,0,0,0,0,0,0
3092,APOCRYPHALLY,0,0,0,0,0,0,0
3093,APOGEE,0,0,0,0,0,0,0
3094,APOGEES,0,0,0,0,0,0,0
3095,APOLITICAL,0,0,0,0,0,0,0
3096,APOLITICALLY,0,0,0,0,0,0,0
3097,APOLOGETIC,0,0,0,0,0,0,0
3098,APOLOGETICALLY,0,0,0,0,0,0,0
3099,APOLOGIA,0,0,0,0,0,0,0
3100,APOLOGIAS,0,0,0,0,0,0,0
3101,APOLOGIES,0,0,0,0,0,0,0
3102,APOLOGIST,0,0,0,0,0,0,0
3103,APOLOGISTS,0,0,0,0,0,0,0
3104,APOLOGIZE,0,0,0,0,0,0,0
3105,APOLOGIZED,0,0,0,0,0,0,0
3106,APOLOGIZES,0,0,0,0,0,0,0
3107,APOLOGIZING,0,0,0,0,0,0,0
3108,APOLOGY,0,0,0,0,0,0,0
3109,APOPLECTIC,0,0,0,0,0,0,0
